e361
1.000000 0.000000
0.999886 0.000008
0.999544 0.000033
0.998975 0.000075
0.998178 0.000136
0.997155 0.000219
0.995907 0.000329
0.994434 0.000471
0.992737 0.000647
0.990817 0.000859
0.988675 0.001107
0.986312 0.001388
0.983730 0.001702
0.980931 0.002062
0.977916 0.002466
0.974684 0.002907
0.971238 0.003376
0.967576 0.003861
0.963702 0.004373
0.959618 0.004912
0.955324 0.005476
0.950824 0.006063
0.946118 0.006668
0.941208 0.007288
0.936096 0.007926
0.930785 0.008584
0.925279 0.009266
0.919580 0.009977
0.913690 0.010717
0.907612 0.011481
0.901349 0.012271
0.894904 0.013089
0.888280 0.013940
0.881480 0.014824
0.874508 0.015740
0.867366 0.016687
0.860058 0.017663
0.852587 0.018669
0.844955 0.019703
0.837167 0.020766
0.829226 0.021859
0.821136 0.022980
0.812899 0.024128
0.804521 0.025303
0.796004 0.026508
0.787353 0.027740
0.778571 0.028996
0.769662 0.030275
0.760629 0.031574
0.751477 0.032895
0.742210 0.034237
0.732832 0.035599
0.723346 0.036975
0.713757 0.038365
0.704069 0.039771
0.694286 0.041193
0.684413 0.042624
0.674452 0.044062
0.664409 0.045501
0.654288 0.046949
0.644094 0.048401
0.633831 0.049853
0.623501 0.051297
0.613110 0.052732
0.602664 0.054164
0.592165 0.055589
0.581619 0.056999
0.571029 0.058387
0.560400 0.059753
0.549737 0.061108
0.539045 0.062441
0.528327 0.063737
0.517587 0.064981
0.506830 0.066189
0.496061 0.067370
0.485285 0.068502
0.474505 0.069564
0.463727 0.070540
0.452953 0.071475
0.442191 0.072358
0.431445 0.073161
0.420722 0.073856
0.410024 0.074465
0.399357 0.075043
0.388726 0.075547
0.378138 0.075936
0.367599 0.076179
0.357112 0.076370
0.346682 0.076530
0.336316 0.076642
0.326019 0.076689
0.315796 0.076640
0.305650 0.076483
0.295588 0.076252
0.285614 0.075983
0.275735 0.075696
0.265953 0.075313
0.256273 0.074842
0.246701 0.074312
0.237242 0.073753
0.227898 0.073150
0.218675 0.072473
0.209577 0.071739
0.200610 0.070962
0.191778 0.070150
0.183082 0.069278
0.174529 0.068349
0.166124 0.067374
0.157871 0.066362
0.149773 0.065301
0.141833 0.064184
0.134057 0.063019
0.126452 0.061813
0.119019 0.060568
0.111757 0.059270
0.104676 0.057923
0.097784 0.056527
0.091086 0.055085
0.084572 0.053590
0.078255 0.052036
0.072151 0.050421
0.066271 0.048743
0.060595 0.046987
0.055137 0.045154
0.049918 0.043255
0.044956 0.041299
0.040218 0.039261
0.035718 0.037149
0.031488 0.034983
0.027545 0.032784
0.023834 0.030528
0.020381 0.028227
0.017228 0.025907
0.014392 0.023593
0.011775 0.021262
0.009422 0.018940
0.007396 0.016662
0.005720 0.014454
0.004266 0.012295
0.003026 0.010221
0.002029 0.008282
0.001276 0.006510
0.000737 0.004906
0.000385 0.003461
0.000162 0.002226
0.000042 0.001205
0.000020 0.000407
0.000012 -0.000165
0.000010 -0.000507
0.000010 -0.000620
0.000011 -0.000733
0.000031 -0.001070
0.000100 -0.001627
0.000232 -0.002400
0.000506 -0.003372
0.001070 -0.004464
0.001994 -0.005585
0.003237 -0.006713
0.004755 -0.007851
0.006534 -0.009007
0.008570 -0.010147
0.010855 -0.011304
0.013384 -0.012467
0.016146 -0.013596
0.019144 -0.014703
0.022384 -0.015806
0.025859 -0.016895
0.029558 -0.017962
0.033465 -0.019000
0.037594 -0.020014
0.041947 -0.021005
0.046516 -0.021974
0.051292 -0.022923
0.056265 -0.023859
0.061443 -0.024778
0.066823 -0.025680
0.072402 -0.026563
0.078174 -0.027427
0.084133 -0.028274
0.090282 -0.029106
0.096618 -0.029921
0.103135 -0.030717
0.109831 -0.031491
0.116700 -0.032245
0.123743 -0.032983
0.130956 -0.033702
0.138334 -0.034402
0.145874 -0.035079
0.153571 -0.035738
0.161424 -0.036380
0.169429 -0.037004
0.177582 -0.037606
0.185877 -0.038182
0.194313 -0.038738
0.202886 -0.039275
0.211591 -0.039793
0.220425 -0.040287
0.229383 -0.040753
0.238461 -0.041200
0.247655 -0.041630
0.256962 -0.042038
0.266376 -0.042420
0.275893 -0.042770
0.285510 -0.043103
0.295222 -0.043419
0.305025 -0.043712
0.314913 -0.043974
0.324883 -0.044200
0.334930 -0.044416
0.345050 -0.044618
0.355238 -0.044791
0.365489 -0.044922
0.375799 -0.045000
0.386163 -0.045064
0.396577 -0.045117
0.407036 -0.045157
0.417534 -0.045178
0.428068 -0.045171
0.438633 -0.045117
0.449223 -0.045025
0.459835 -0.044907
0.470462 -0.044777
0.481101 -0.044630
0.491747 -0.044431
0.502394 -0.044188
0.513038 -0.043913
0.523674 -0.043617
0.534297 -0.043289
0.544902 -0.042906
0.555485 -0.042480
0.566040 -0.042021
0.576562 -0.041538
0.587047 -0.041020
0.597491 -0.040455
0.607888 -0.039852
0.618234 -0.039220
0.628523 -0.038567
0.638752 -0.037880
0.648916 -0.037155
0.659010 -0.036401
0.669029 -0.035624
0.678970 -0.034829
0.688827 -0.034006
0.698597 -0.033156
0.708275 -0.032286
0.717857 -0.031400
0.727339 -0.030502
0.736716 -0.029584
0.745984 -0.028649
0.755140 -0.027704
0.764179 -0.026755
0.773099 -0.025805
0.781893 -0.024847
0.790560 -0.023884
0.799096 -0.022924
0.807497 -0.021974
0.815760 -0.021037
0.823882 -0.020107
0.831857 -0.019187
0.839684 -0.018280
0.847359 -0.017390
0.854878 -0.016520
0.862239 -0.015665
0.869438 -0.014827
0.876472 -0.014009
0.883338 -0.013212
0.890034 -0.012437
0.896555 -0.011686
0.902899 -0.010956
0.909064 -0.010248
0.915046 -0.009561
0.920842 -0.008895
0.926451 -0.008252
0.931870 -0.007633
0.937096 -0.007035
0.942126 -0.006456
0.946958 -0.005895
0.951590 -0.005349
0.956020 -0.004822
0.960246 -0.004317
0.964267 -0.003836
0.968081 -0.003382
0.971686 -0.002951
